shipping_id,order_id,delivery_status,shipping_date,return_date
SHIP_9489,ORD_3489,In Transit,2025-10-05,
SHIP_9490,ORD_3490,Delivered,2025-11-17,
SHIP_9491,ORD_3491,Delivered,2025-06-04,
SHIP_9492,ORD_3492,Returned,2025-08-14,2025-08-19
SHIP_9493,ORD_3493,Delivered,2025-11-02,
SHIP_9494,ORD_3494,Cancelled,,
SHIP_9495,ORD_3495,Delivered,2026-03-08,
SHIP_9496,ORD_3496,Delivered,2026-01-18,
SHIP_9497,ORD_3497,Delivered,2025-04-27,
SHIP_9498,ORD_3498,Cancelled,,
SHIP_9499,ORD_3499,Delivered,2025-09-19,
SHIP_9500,ORD_3500,Delivered,2025-09-05,
SHIP_9501,ORD_3501,Returned,2026-02-24,2026-03-03
SHIP_9502,ORD_3502,Returned,2025-04-27,2025-05-02
SHIP_9503,ORD_3503,Delivered,2025-11-20,
SHIP_9504,ORD_3504,In Transit,2025-07-05,
SHIP_9505,ORD_3505,Cancelled,,
SHIP_9506,ORD_3506,Returned,2026-03-08,2026-03-13
SHIP_9507,ORD_3507,Delivered,2025-12-17,
SHIP_9508,ORD_3508,Delivered,2025-07-19,
SHIP_9509,ORD_3509,Delivered,2025-12-30,
SHIP_9510,ORD_3510,Delivered,2025-11-09,
SHIP_9511,ORD_3511,Delivered,2025-10-26,
SHIP_9512,ORD_3512,In Transit,2025-07-04,
SHIP_9513,ORD_3513,Delivered,2025-05-02,
SHIP_9514,ORD_3514,In Transit,2025-04-04,
SHIP_9515,ORD_3515,Delivered,2025-12-07,
SHIP_9516,ORD_3516,Returned,2026-03-01,2026-03-08
SHIP_9517,ORD_3517,Returned,2025-04-21,2025-04-24
SHIP_9518,ORD_3518,Cancelled,,
SHIP_9519,ORD_3519,Returned,2025-05-28,2025-06-02
SHIP_9520,ORD_3520,In Transit,2026-01-14,
SHIP_9521,ORD_3521,In Transit,2025-08-27,
SHIP_9522,ORD_3522,Delivered,2025-11-23,
SHIP_9523,ORD_3523,Delivered,2025-10-31,
SHIP_9524,ORD_3524,Cancelled,,
SHIP_9525,ORD_3525,Returned,2025-07-04,2025-07-07
SHIP_9526,ORD_3526,Returned,2025-05-14,2025-05-21
SHIP_9527,ORD_3527,Returned,2026-03-23,2026-03-29
SHIP_9528,ORD_3528,In Transit,2025-08-13,
SHIP_9529,ORD_3529,Delivered,2026-01-02,
SHIP_9530,ORD_3530,In Transit,2025-10-26,
SHIP_9531,ORD_3531,Returned,2025-09-01,2025-09-04
SHIP_9532,ORD_3532,Delivered,2025-06-12,
SHIP_9533,ORD_3533,Returned,2026-01-06,2026-01-13
SHIP_9534,ORD_3534,Delivered,2025-10-04,
SHIP_9535,ORD_3535,In Transit,2025-09-03,
SHIP_9536,ORD_3536,In Transit,2025-11-10,
SHIP_9537,ORD_3537,Cancelled,,
SHIP_9538,ORD_3538,In Transit,2025-08-30,
SHIP_9539,ORD_3539,Delivered,2025-07-06,
SHIP_9540,ORD_3540,Returned,2025-08-10,2025-08-13
SHIP_9541,ORD_3541,Delivered,2025-10-09,
SHIP_9542,ORD_3542,In Transit,2025-09-20,
SHIP_9543,ORD_3543,Delivered,2025-05-28,
SHIP_9544,ORD_3544,In Transit,2026-03-28,
SHIP_9545,ORD_3545,Delivered,2025-08-07,
SHIP_9546,ORD_3546,In Transit,2026-01-28,
SHIP_9547,ORD_3547,Delivered,2026-02-02,
SHIP_9548,ORD_3548,Returned,2025-11-27,2025-11-30
SHIP_9549,ORD_3549,Cancelled,,
SHIP_9550,ORD_3550,Cancelled,,
SHIP_9551,ORD_3551,Delivered,2025-09-21,
SHIP_9552,ORD_3552,In Transit,2026-03-30,
SHIP_9553,ORD_3553,In Transit,2025-07-09,
SHIP_9554,ORD_3554,Returned,2026-03-26,2026-03-30
SHIP_9555,ORD_3555,Delivered,2026-01-06,
SHIP_9556,ORD_3556,Delivered,2025-07-30,
SHIP_9557,ORD_3557,Delivered,2026-01-26,
SHIP_9558,ORD_3558,Cancelled,,
SHIP_9559,ORD_3559,Delivered,2026-01-28,
SHIP_9560,ORD_3560,Returned,2025-11-06,2025-11-09
SHIP_9561,ORD_3561,Delivered,2026-02-02,
SHIP_9562,ORD_3562,Returned,2025-06-27,2025-07-03
SHIP_9563,ORD_3563,Delivered,2025-08-27,
SHIP_9564,ORD_3564,Delivered,2025-06-25,
SHIP_9565,ORD_3565,Delivered,2025-06-23,
SHIP_9566,ORD_3566,Delivered,2026-03-05,
SHIP_9567,ORD_3567,In Transit,2025-11-14,
SHIP_9568,ORD_3568,Returned,2026-03-12,2026-03-16
SHIP_9569,ORD_3569,Delivered,2025-11-06,
SHIP_9570,ORD_3570,Returned,2025-07-04,2025-07-07
SHIP_9571,ORD_3571,Returned,2025-08-28,2025-08-31
SHIP_9572,ORD_3572,Delivered,2025-06-29,
SHIP_9573,ORD_3573,Cancelled,,
SHIP_9574,ORD_3574,Delivered,2026-01-20,
SHIP_9575,ORD_3575,In Transit,2025-09-14,
SHIP_9576,ORD_3576,Delivered,2026-01-24,
SHIP_9577,ORD_3577,In Transit,2025-04-16,
SHIP_9578,ORD_3578,In Transit,2025-10-23,
SHIP_9579,ORD_3579,Returned,2026-03-28,2026-04-03
SHIP_9580,ORD_3580,Delivered,2025-11-09,
SHIP_9581,ORD_3581,Delivered,2025-11-20,
SHIP_9582,ORD_3582,Delivered,2025-11-06,
SHIP_9583,ORD_3583,In Transit,2025-10-06,
SHIP_9584,ORD_3584,Delivered,2025-05-22,
SHIP_9585,ORD_3585,Delivered,2025-07-24,
SHIP_9586,ORD_3586,In Transit,2025-05-28,
SHIP_9587,ORD_3587,In Transit,2025-12-09,
SHIP_9588,ORD_3588,Returned,2026-02-01,2026-02-05
SHIP_9589,ORD_3589,In Transit,2025-06-02,
SHIP_9590,ORD_3590,Delivered,2025-04-14,
SHIP_9591,ORD_3591,Delivered,2025-08-28,
SHIP_9592,ORD_3592,Delivered,2025-08-27,
SHIP_9593,ORD_3593,Cancelled,,
SHIP_9594,ORD_3594,Returned,2026-03-13,2026-03-17
SHIP_9595,ORD_3595,Returned,2025-05-07,2025-05-12
SHIP_9596,ORD_3596,Delivered,2026-01-19,
SHIP_9597,ORD_3597,Delivered,2025-04-17,
SHIP_9598,ORD_3598,Delivered,2026-01-08,
SHIP_9599,ORD_3599,Cancelled,,
SHIP_9600,ORD_3600,Delivered,2026-03-15,
SHIP_9601,ORD_3601,Delivered,2025-04-04,
SHIP_9602,ORD_3602,In Transit,2025-09-10,
SHIP_9603,ORD_3603,In Transit,2025-12-09,
SHIP_9604,ORD_3604,Delivered,2025-07-18,
SHIP_9605,ORD_3605,Delivered,2026-01-14,
SHIP_9606,ORD_3606,In Transit,2025-04-08,
SHIP_9607,ORD_3607,In Transit,2026-01-10,
SHIP_9608,ORD_3608,Delivered,2025-12-19,
SHIP_9609,ORD_3609,Returned,2025-11-29,2025-12-02
SHIP_9610,ORD_3610,Delivered,2025-08-15,
SHIP_9611,ORD_3611,Delivered,2026-01-05,
SHIP_9612,ORD_3612,Delivered,2025-10-12,
SHIP_9613,ORD_3613,Delivered,2025-12-14,
SHIP_9614,ORD_3614,Delivered,2026-02-21,
SHIP_9615,ORD_3615,In Transit,2025-10-12,
SHIP_9616,ORD_3616,Returned,2025-12-09,2025-12-15
SHIP_9617,ORD_3617,Delivered,2025-10-26,
SHIP_9618,ORD_3618,In Transit,2025-04-19,
SHIP_9619,ORD_3619,Delivered,2025-05-02,
SHIP_9620,ORD_3620,Delivered,2026-02-14,
SHIP_9621,ORD_3621,Cancelled,,
SHIP_9622,ORD_3622,Returned,2025-07-07,2025-07-14
SHIP_9623,ORD_3623,In Transit,2025-04-25,
SHIP_9624,ORD_3624,Delivered,2025-09-17,
SHIP_9625,ORD_3625,Returned,2026-02-27,2026-03-06
SHIP_9626,ORD_3626,In Transit,2025-08-21,
SHIP_9627,ORD_3627,Delivered,2025-07-09,
SHIP_9628,ORD_3628,Cancelled,,
SHIP_9629,ORD_3629,Delivered,2025-12-06,
SHIP_9630,ORD_3630,Delivered,2025-06-21,
SHIP_9631,ORD_3631,In Transit,2025-11-01,
SHIP_9632,ORD_3632,Delivered,2026-02-22,
SHIP_9633,ORD_3633,Delivered,2025-05-25,
SHIP_9634,ORD_3634,Returned,2026-02-01,2026-02-07
SHIP_9635,ORD_3635,Delivered,2025-10-18,
SHIP_9636,ORD_3636,Cancelled,,
SHIP_9637,ORD_3637,In Transit,2025-11-16,
SHIP_9638,ORD_3638,Delivered,2025-11-19,
SHIP_9639,ORD_3639,Delivered,2025-04-25,
SHIP_9640,ORD_3640,Delivered,2025-05-16,
SHIP_9641,ORD_3641,Delivered,2025-09-10,
SHIP_9642,ORD_3642,Cancelled,,
SHIP_9643,ORD_3643,Delivered,2025-09-15,
SHIP_9644,ORD_3644,Returned,2025-08-25,2025-08-29
SHIP_9645,ORD_3645,In Transit,2025-04-15,
SHIP_9646,ORD_3646,Delivered,2026-01-06,
SHIP_9647,ORD_3647,Delivered,2025-04-14,
SHIP_9648,ORD_3648,Delivered,2025-10-24,
SHIP_9649,ORD_3649,Cancelled,,
SHIP_9650,ORD_3650,Delivered,2025-05-27,
SHIP_9651,ORD_3651,Returned,2025-06-12,2025-06-16
SHIP_9652,ORD_3652,In Transit,2025-08-07,
SHIP_9653,ORD_3653,Cancelled,,
SHIP_9654,ORD_3654,In Transit,2025-06-25,
SHIP_9655,ORD_3655,Returned,2026-02-02,2026-02-08
SHIP_9656,ORD_3656,Delivered,2026-03-08,
SHIP_9657,ORD_3657,Delivered,2025-04-29,
SHIP_9658,ORD_3658,Returned,2025-04-15,2025-04-21
SHIP_9659,ORD_3659,Delivered,2025-05-26,
SHIP_9660,ORD_3660,Delivered,2025-08-07,
SHIP_9661,ORD_3661,Returned,2025-07-08,2025-07-13
SHIP_9662,ORD_3662,Delivered,2025-05-19,
SHIP_9663,ORD_3663,Cancelled,,
SHIP_9664,ORD_3664,Delivered,2025-12-06,
SHIP_9665,ORD_3665,Returned,2026-01-25,2026-01-31
SHIP_9666,ORD_3666,Delivered,2025-11-12,
SHIP_9667,ORD_3667,Delivered,2025-11-30,
SHIP_9668,ORD_3668,Returned,2025-11-24,2025-11-30
SHIP_9669,ORD_3669,Returned,2025-06-11,2025-06-18
SHIP_9670,ORD_3670,In Transit,2025-12-31,
SHIP_9671,ORD_3671,In Transit,2025-08-04,
SHIP_9672,ORD_3672,Delivered,2025-11-07,
SHIP_9673,ORD_3673,In Transit,2025-09-07,
SHIP_9674,ORD_3674,Delivered,2025-12-21,
SHIP_9675,ORD_3675,In Transit,2025-08-12,
SHIP_9676,ORD_3676,Delivered,2025-12-03,
SHIP_9677,ORD_3677,Delivered,2025-12-01,
SHIP_9678,ORD_3678,Cancelled,,
SHIP_9679,ORD_3679,Delivered,2026-01-19,
SHIP_9680,ORD_3680,Returned,2025-06-06,2025-06-12
SHIP_9681,ORD_3681,In Transit,2026-02-26,
SHIP_9682,ORD_3682,Cancelled,,
SHIP_9683,ORD_3683,Returned,2025-12-22,2025-12-28
SHIP_9684,ORD_3684,Delivered,2026-01-18,
SHIP_9685,ORD_3685,In Transit,2025-06-17,
SHIP_9686,ORD_3686,In Transit,2026-01-07,
SHIP_9687,ORD_3687,Returned,2025-11-24,2025-11-29
SHIP_9688,ORD_3688,In Transit,2025-06-28,
SHIP_9689,ORD_3689,In Transit,2025-06-06,
SHIP_9690,ORD_3690,Returned,2025-07-29,2025-08-02
SHIP_9691,ORD_3691,In Transit,2026-01-24,
SHIP_9692,ORD_3692,Returned,2025-08-29,2025-09-02
SHIP_9693,ORD_3693,Returned,2025-05-16,2025-05-22
SHIP_9694,ORD_3694,Returned,2026-02-19,2026-02-24
SHIP_9695,ORD_3695,Delivered,2025-12-24,
SHIP_9696,ORD_3696,Cancelled,,
SHIP_9697,ORD_3697,Delivered,2025-09-02,
SHIP_9698,ORD_3698,In Transit,2026-03-24,
SHIP_9699,ORD_3699,In Transit,2025-10-30,
SHIP_9700,ORD_3700,Cancelled,,
SHIP_9701,ORD_3701,Returned,2025-11-18,2025-11-23
SHIP_9702,ORD_3702,Delivered,2026-01-17,
SHIP_9703,ORD_3703,Returned,2025-10-18,2025-10-23
SHIP_9704,ORD_3704,In Transit,2025-12-26,
SHIP_9705,ORD_3705,Delivered,2026-03-12,
SHIP_9706,ORD_3706,In Transit,2026-01-07,
SHIP_9707,ORD_3707,In Transit,2025-05-19,
SHIP_9708,ORD_3708,Cancelled,,
SHIP_9709,ORD_3709,Returned,2025-11-08,2025-11-13
SHIP_9710,ORD_3710,Delivered,2025-08-27,
SHIP_9711,ORD_3711,Cancelled,,
SHIP_9712,ORD_3712,Delivered,2025-06-20,
SHIP_9713,ORD_3713,In Transit,2026-02-08,
SHIP_9714,ORD_3714,Returned,2026-01-09,2026-01-13
SHIP_9715,ORD_3715,Cancelled,,
SHIP_9716,ORD_3716,Cancelled,,
SHIP_9717,ORD_3717,Returned,2025-07-04,2025-07-07
SHIP_9718,ORD_3718,Delivered,2025-09-21,
SHIP_9719,ORD_3719,In Transit,2026-01-19,
SHIP_9720,ORD_3720,Returned,2025-06-14,2025-06-19
SHIP_9721,ORD_3721,Returned,2025-09-06,2025-09-09
SHIP_9722,ORD_3722,Delivered,2026-01-23,
SHIP_9723,ORD_3723,Delivered,2025-11-16,
SHIP_9724,ORD_3724,Delivered,2025-05-13,
SHIP_9725,ORD_3725,In Transit,2025-04-29,
SHIP_9726,ORD_3726,Delivered,2026-02-23,
SHIP_9727,ORD_3727,Delivered,2026-02-20,
SHIP_9728,ORD_3728,In Transit,2025-07-06,
SHIP_9729,ORD_3729,Delivered,2025-10-12,
SHIP_9730,ORD_3730,Delivered,2025-06-29,
SHIP_9731,ORD_3731,Cancelled,,
SHIP_9732,ORD_3732,Cancelled,,
SHIP_9733,ORD_3733,Delivered,2025-10-04,
SHIP_9734,ORD_3734,In Transit,2025-06-18,
SHIP_9735,ORD_3735,In Transit,2025-08-30,
SHIP_9736,ORD_3736,Delivered,2025-09-29,
SHIP_9737,ORD_3737,Delivered,2025-04-26,
SHIP_9738,ORD_3738,In Transit,2025-12-29,
SHIP_9739,ORD_3739,Delivered,2026-02-01,
SHIP_9740,ORD_3740,Returned,2025-12-23,2025-12-26
SHIP_9741,ORD_3741,Cancelled,,
SHIP_9742,ORD_3742,Delivered,2025-11-01,
SHIP_9743,ORD_3743,Delivered,2025-06-13,
SHIP_9744,ORD_3744,Delivered,2025-07-24,
SHIP_9745,ORD_3745,Returned,2025-12-07,2025-12-10
SHIP_9746,ORD_3746,Delivered,2025-08-14,
SHIP_9747,ORD_3747,Delivered,2025-04-25,
SHIP_9748,ORD_3748,Returned,2025-08-12,2025-08-18
SHIP_9749,ORD_3749,Delivered,2026-01-31,
SHIP_9750,ORD_3750,In Transit,2025-10-20,
SHIP_9751,ORD_3751,In Transit,2026-02-03,
SHIP_9752,ORD_3752,Delivered,2025-10-16,
SHIP_9753,ORD_3753,Cancelled,,
SHIP_9754,ORD_3754,Cancelled,,
SHIP_9755,ORD_3755,In Transit,2026-01-02,
SHIP_9756,ORD_3756,Delivered,2025-05-21,
SHIP_9757,ORD_3757,Delivered,2025-06-07,
SHIP_9758,ORD_3758,Cancelled,,
SHIP_9759,ORD_3759,Delivered,2025-10-11,
SHIP_9760,ORD_3760,Delivered,2026-02-16,
SHIP_9761,ORD_3761,Returned,2025-06-22,2025-06-27
SHIP_9762,ORD_3762,In Transit,2026-01-22,
SHIP_9763,ORD_3763,Delivered,2025-07-24,
SHIP_9764,ORD_3764,Returned,2026-03-29,2026-04-04
SHIP_9765,ORD_3765,Returned,2025-06-23,2025-06-28
SHIP_9766,ORD_3766,In Transit,2025-11-01,
SHIP_9767,ORD_3767,Returned,2025-10-24,2025-10-29
SHIP_9768,ORD_3768,Delivered,2026-01-08,
SHIP_9769,ORD_3769,Delivered,2026-02-15,
SHIP_9770,ORD_3770,Delivered,2025-09-22,
SHIP_9771,ORD_3771,Delivered,2025-08-17,
SHIP_9772,ORD_3772,Returned,2025-11-19,2025-11-23
SHIP_9773,ORD_3773,Delivered,2025-11-14,
SHIP_9774,ORD_3774,Delivered,2025-11-20,
SHIP_9775,ORD_3775,Cancelled,,
SHIP_9776,ORD_3776,Returned,2025-10-11,2025-10-17
SHIP_9777,ORD_3777,Returned,2026-03-10,2026-03-15
SHIP_9778,ORD_3778,Delivered,2025-09-14,
SHIP_9779,ORD_3779,Delivered,2025-11-01,
SHIP_9780,ORD_3780,Delivered,2025-07-16,
SHIP_9781,ORD_3781,Returned,2025-05-14,2025-05-21
SHIP_9782,ORD_3782,In Transit,2025-06-26,
SHIP_9783,ORD_3783,Delivered,2025-12-30,
SHIP_9784,ORD_3784,Delivered,2026-02-23,
SHIP_9785,ORD_3785,Returned,2026-01-19,2026-01-23
SHIP_9786,ORD_3786,Delivered,2026-01-05,
SHIP_9787,ORD_3787,Returned,2025-04-19,2025-04-23
SHIP_9788,ORD_3788,Delivered,2025-11-11,
SHIP_9789,ORD_3789,Delivered,2025-12-24,
SHIP_9790,ORD_3790,Returned,2026-01-15,2026-01-19
SHIP_9791,ORD_3791,Returned,2026-02-24,2026-02-27
SHIP_9792,ORD_3792,Delivered,2026-03-14,
SHIP_9793,ORD_3793,Delivered,2025-04-12,
SHIP_9794,ORD_3794,Returned,2025-08-30,2025-09-04
SHIP_9795,ORD_3795,Returned,2025-08-14,2025-08-17
SHIP_9796,ORD_3796,Delivered,2025-09-26,
SHIP_9797,ORD_3797,Returned,2026-02-03,2026-02-08
SHIP_9798,ORD_3798,Returned,2025-08-04,2025-08-11
SHIP_9799,ORD_3799,Delivered,2025-10-30,
SHIP_9800,ORD_3800,Delivered,2025-07-03,
SHIP_9801,ORD_3801,Returned,2026-01-29,2026-02-02
SHIP_9802,ORD_3802,Returned,2025-07-25,2025-08-01
SHIP_9803,ORD_3803,Returned,2026-01-15,2026-01-18
SHIP_9804,ORD_3804,In Transit,2025-10-05,
SHIP_9805,ORD_3805,In Transit,2025-11-26,
SHIP_9806,ORD_3806,Returned,2025-06-24,2025-06-28
SHIP_9807,ORD_3807,In Transit,2026-02-25,
SHIP_9808,ORD_3808,Delivered,2025-08-27,
SHIP_9809,ORD_3809,Delivered,2025-06-01,
SHIP_9810,ORD_3810,In Transit,2026-01-30,
SHIP_9811,ORD_3811,In Transit,2025-05-11,
SHIP_9812,ORD_3812,In Transit,2025-05-08,
SHIP_9813,ORD_3813,Returned,2025-05-23,2025-05-26
SHIP_9814,ORD_3814,Returned,2025-07-26,2025-07-31
SHIP_9815,ORD_3815,Returned,2025-04-27,2025-05-04
SHIP_9816,ORD_3816,Delivered,2025-08-03,
SHIP_9817,ORD_3817,Delivered,2025-10-05,
SHIP_9818,ORD_3818,In Transit,2025-06-20,
SHIP_9819,ORD_3819,Delivered,2025-09-06,
SHIP_9820,ORD_3820,Delivered,2025-09-01,
SHIP_9821,ORD_3821,Delivered,2026-02-02,
SHIP_9822,ORD_3822,Delivered,2025-04-20,
SHIP_9823,ORD_3823,Delivered,2026-03-16,
SHIP_9824,ORD_3824,In Transit,2025-08-17,
SHIP_9825,ORD_3825,Delivered,2025-08-05,
SHIP_9826,ORD_3826,Returned,2025-11-09,2025-11-16
SHIP_9827,ORD_3827,In Transit,2026-03-21,
SHIP_9828,ORD_3828,In Transit,2026-03-19,
SHIP_9829,ORD_3829,In Transit,2025-09-23,
SHIP_9830,ORD_3830,In Transit,2026-02-02,
SHIP_9831,ORD_3831,Returned,2025-09-23,2025-09-29
SHIP_9832,ORD_3832,In Transit,2025-04-02,
SHIP_9833,ORD_3833,Returned,2025-09-30,2025-10-05
SHIP_9834,ORD_3834,Cancelled,,
SHIP_9835,ORD_3835,Delivered,2025-08-21,
SHIP_9836,ORD_3836,Returned,2026-01-29,2026-02-02
SHIP_9837,ORD_3837,Returned,2026-01-12,2026-01-19
SHIP_9838,ORD_3838,Returned,2025-07-28,2025-07-31
SHIP_9839,ORD_3839,Returned,2025-11-05,2025-11-11
SHIP_9840,ORD_3840,Delivered,2025-06-20,
SHIP_9841,ORD_3841,In Transit,2025-06-08,
SHIP_9842,ORD_3842,Delivered,2025-06-03,
SHIP_9843,ORD_3843,Delivered,2025-09-15,
SHIP_9844,ORD_3844,In Transit,2025-10-13,
SHIP_9845,ORD_3845,Delivered,2026-03-06,
SHIP_9846,ORD_3846,Delivered,2025-07-17,
SHIP_9847,ORD_3847,Delivered,2026-01-14,
SHIP_9848,ORD_3848,Returned,2025-06-17,2025-06-23
SHIP_9849,ORD_3849,In Transit,2025-12-25,
SHIP_9850,ORD_3850,In Transit,2025-08-14,
SHIP_9851,ORD_3851,Cancelled,,
SHIP_9852,ORD_3852,Delivered,2026-03-13,
SHIP_9853,ORD_3853,Delivered,2026-03-27,
SHIP_9854,ORD_3854,Delivered,2025-12-10,
SHIP_9855,ORD_3855,Delivered,2026-02-06,
SHIP_9856,ORD_3856,Returned,2025-09-02,2025-09-09
SHIP_9857,ORD_3857,Returned,2025-09-14,2025-09-18
SHIP_9858,ORD_3858,Delivered,2025-08-15,
SHIP_9859,ORD_3859,Returned,2025-10-15,2025-10-19
SHIP_9860,ORD_3860,Delivered,2025-07-29,
SHIP_9861,ORD_3861,In Transit,2025-07-17,
SHIP_9862,ORD_3862,Delivered,2025-09-05,
SHIP_9863,ORD_3863,Cancelled,,
SHIP_9864,ORD_3864,Cancelled,,
SHIP_9865,ORD_3865,Delivered,2025-05-18,
SHIP_9866,ORD_3866,Delivered,2025-06-04,
SHIP_9867,ORD_3867,Delivered,2025-07-14,
SHIP_9868,ORD_3868,Returned,2025-10-14,2025-10-17
SHIP_9869,ORD_3869,Delivered,2025-08-14,
SHIP_9870,ORD_3870,In Transit,2025-08-20,
SHIP_9871,ORD_3871,In Transit,2025-06-21,
SHIP_9872,ORD_3872,Delivered,2026-02-18,
SHIP_9873,ORD_3873,In Transit,2025-12-20,
SHIP_9874,ORD_3874,Returned,2025-06-06,2025-06-09
SHIP_9875,ORD_3875,In Transit,2025-09-25,
SHIP_9876,ORD_3876,Delivered,2025-07-29,
SHIP_9877,ORD_3877,Returned,2025-12-04,2025-12-09
SHIP_9878,ORD_3878,Delivered,2025-05-16,
SHIP_9879,ORD_3879,In Transit,2025-11-04,
SHIP_9880,ORD_3880,Returned,2025-05-04,2025-05-09
SHIP_9881,ORD_3881,Delivered,2026-01-30,
SHIP_9882,ORD_3882,In Transit,2026-01-13,
SHIP_9883,ORD_3883,In Transit,2025-11-05,
SHIP_9884,ORD_3884,Delivered,2025-11-07,
SHIP_9885,ORD_3885,Cancelled,,
SHIP_9886,ORD_3886,Delivered,2026-03-07,
SHIP_9887,ORD_3887,Returned,2025-08-27,2025-09-03
SHIP_9888,ORD_3888,Delivered,2025-08-26,
SHIP_9889,ORD_3889,Delivered,2025-11-26,
SHIP_9890,ORD_3890,Delivered,2026-03-29,
SHIP_9891,ORD_3891,Returned,2026-03-14,2026-03-20
SHIP_9892,ORD_3892,Returned,2025-11-16,2025-11-23
SHIP_9893,ORD_3893,Cancelled,,
SHIP_9894,ORD_3894,Cancelled,,
SHIP_9895,ORD_3895,Returned,2025-11-21,2025-11-24
SHIP_9896,ORD_3896,Delivered,2025-07-11,
SHIP_9897,ORD_3897,Delivered,2025-05-20,
SHIP_9898,ORD_3898,Cancelled,,
SHIP_9899,ORD_3899,Returned,2025-10-31,2025-11-07
SHIP_9900,ORD_3900,Returned,2025-11-08,2025-11-14
SHIP_9901,ORD_3901,Delivered,2026-01-04,
SHIP_9902,ORD_3902,Delivered,2026-03-04,
SHIP_9903,ORD_3903,Delivered,2025-10-22,
SHIP_9904,ORD_3904,In Transit,2025-12-02,
SHIP_9905,ORD_3905,Delivered,2025-06-05,
SHIP_9906,ORD_3906,Delivered,2025-12-15,
SHIP_9907,ORD_3907,Returned,2026-02-17,2026-02-21
SHIP_9908,ORD_3908,In Transit,2025-09-13,
SHIP_9909,ORD_3909,Delivered,2025-06-02,
SHIP_9910,ORD_3910,Returned,2025-05-14,2025-05-20
SHIP_9911,ORD_3911,Delivered,2025-04-20,
SHIP_9912,ORD_3912,Cancelled,,
SHIP_9913,ORD_3913,Delivered,2025-11-13,
SHIP_9914,ORD_3914,Returned,2025-04-16,2025-04-22
SHIP_9915,ORD_3915,In Transit,2025-09-09,
SHIP_9916,ORD_3916,In Transit,2025-04-02,
SHIP_9917,ORD_3917,Delivered,2026-01-21,
SHIP_9918,ORD_3918,In Transit,2025-07-10,
SHIP_9919,ORD_3919,Delivered,2025-10-29,
SHIP_9920,ORD_3920,Delivered,2025-12-11,
SHIP_9921,ORD_3921,Returned,2026-03-14,2026-03-19
SHIP_9922,ORD_3922,Delivered,2026-02-14,
SHIP_9923,ORD_3923,Returned,2025-09-24,2025-09-29
SHIP_9924,ORD_3924,Delivered,2026-02-12,
SHIP_9925,ORD_3925,In Transit,2026-03-23,
SHIP_9926,ORD_3926,Cancelled,,
SHIP_9927,ORD_3927,Delivered,2026-02-26,
SHIP_9928,ORD_3928,Delivered,2026-03-23,
SHIP_9929,ORD_3929,Returned,2026-02-22,2026-02-28
SHIP_9930,ORD_3930,Returned,2026-01-30,2026-02-06
SHIP_9931,ORD_3931,Returned,2025-04-30,2025-05-06
SHIP_9932,ORD_3932,Returned,2025-11-12,2025-11-15
SHIP_9933,ORD_3933,Returned,2025-12-04,2025-12-07
SHIP_9934,ORD_3934,Delivered,2026-03-05,
SHIP_9935,ORD_3935,Cancelled,,
SHIP_9936,ORD_3936,In Transit,2025-07-09,
SHIP_9937,ORD_3937,Delivered,2025-10-24,
SHIP_9938,ORD_3938,Delivered,2025-12-18,
SHIP_9939,ORD_3939,Delivered,2025-05-14,
SHIP_9940,ORD_3940,Delivered,2025-12-24,
SHIP_9941,ORD_3941,Delivered,2025-06-27,
SHIP_9942,ORD_3942,Returned,2025-04-17,2025-04-24
SHIP_9943,ORD_3943,Returned,2026-01-02,2026-01-05
SHIP_9944,ORD_3944,Delivered,2025-12-26,
SHIP_9945,ORD_3945,Returned,2025-05-27,2025-06-02
SHIP_9946,ORD_3946,Delivered,2025-11-10,
SHIP_9947,ORD_3947,Delivered,2026-02-14,
SHIP_9948,ORD_3948,In Transit,2026-01-11,
SHIP_9949,ORD_3949,In Transit,2025-06-18,
SHIP_9950,ORD_3950,Delivered,2026-01-09,
SHIP_9951,ORD_3951,Delivered,2026-02-03,
SHIP_9952,ORD_3952,In Transit,2025-10-12,
SHIP_9953,ORD_3953,Delivered,2025-11-24,
SHIP_9954,ORD_3954,In Transit,2025-04-03,
SHIP_9955,ORD_3955,Delivered,2026-03-20,
SHIP_9956,ORD_3956,In Transit,2025-04-26,
SHIP_9957,ORD_3957,In Transit,2026-01-09,
SHIP_9958,ORD_3958,Delivered,2025-04-25,
SHIP_9959,ORD_3959,Delivered,2026-02-26,
SHIP_9960,ORD_3960,Delivered,2025-06-07,
SHIP_9961,ORD_3961,Returned,2025-08-12,2025-08-16
SHIP_9962,ORD_3962,Delivered,2025-10-10,
SHIP_9963,ORD_3963,Delivered,2025-10-10,
SHIP_9964,ORD_3964,Returned,2026-01-01,2026-01-06
SHIP_9965,ORD_3965,Delivered,2025-10-30,
SHIP_9966,ORD_3966,In Transit,2025-06-18,
SHIP_9967,ORD_3967,Delivered,2025-12-28,
SHIP_9968,ORD_3968,Delivered,2025-06-16,
SHIP_9969,ORD_3969,Delivered,2025-05-14,
SHIP_9970,ORD_3970,Returned,2025-12-03,2025-12-08
SHIP_9971,ORD_3971,Delivered,2026-03-05,
SHIP_9972,ORD_3972,In Transit,2025-06-19,
SHIP_9973,ORD_3973,Returned,2025-06-06,2025-06-12
SHIP_9974,ORD_3974,Returned,2025-04-05,2025-04-08
